Name	TSig	EvSw	Tempo	Long Name	Genre	Group	#Instr	Other Genres
Joyous1	4/4	ev8	165	Joyous1 - Upbeat Soundtrack Style	Lite Pop	Pop	5	New Age
J_PNO&BS	4/4	sw8	100	Piano & Bass Only	Jazz	Jazz	2	Jazz Swing
JS051	4/4	ev8	110	JS051.STY	Pop	Pop	5	Pop
J!SATCH	12/8	sw8	80	Vintage Jazz - Satch Slow 12/8 Pop	Jazz	Jazz	5	Jazz
j~SaxSec	4/4	sw8	130	Jazz Sax Section - For Big Band	Jazz	Jazz	4	Big Band,Jazz Swing
J_SILVER	4/4	sw8	170	Vintage Jazz - Silver Swing Piano Trio	Jazz	Jazz	4	Jazz Swing
J!~SKY	4/4	sw8	145	Vintage Jazz - Sky - 30s & 40s Bounce	Jazz	Jazz	5	Jazz
j!~sky2	4/4	sw8	145	Vintage Jazz - Sky - 30s & 40s Bounce Variant	Jazz	Jazz	5	Jazz
J_SLBAL1	4/4	sw8	65	Jazz Slow Ballad 1	Jazz	Jazz	3	Jazz Ballad,Jazz Swing
J_SloBal	4/4	sw8	85	Slow Swing Ballad	Jazz	Jazz	5	Jazz Ballad,Jazz Swing
J~SONICE	4/4	sw8	200	So Nice, Jazz-Bop w/ Brushes Style	Jazz	Jazz	3	Bebop
J_STRIPR	4/4	sw8	100	Vintage Jazz - Stripper - Raucus Club Swing	Jazz	Jazz	5	Jazz Swing
J~TEDY	4/4	sw8	190	Vintage Jazz - Teddy Stride Piano Trio	Jazz	Jazz	3	Jazz Swing
J!~TEDY2	4/4	sw8	190	Vintage Jazz - Teddy Piano Quartet	Jazz	Jazz	4	Jazz
JTLatin	4/4	ev8	110	J. Taylor Latin - Unplugged	Folk	Pop	5	Latin,Lite Pop
J!TRAD	4/4	sw8	170	Vintage Jazz - Traditional Band	Jazz	Jazz	5	Jazz
J~TRIO	4/4	sw8	180	Jazz Trio - Swing Style w/ Brushes	Jazz	Jazz	3	Bebop,Jazz Swing
JugBand	4/4	sw16	100	Jug Band - Unplugged	Country	Country	5	Folk
JugTime	4/4	ev8	110	Jug Time - Bluegrass Style	Blues	Country	5	Country,Bluegrass
JUMPIN	4/4	ev8	140	Jumpin - Even 8ths, Med-Fast 80s Rock	Heavy Rock	Pop	5	Heavy Rock
JUSTIN1	4/4	ev16	75	Justin 1 - Slow 16th Pop R&B	Hip Hop	Pop	5	R&B,Modern Pop,Modern Pop,R&B
J_WESGRV	4/4	sw8	110	Wes Groove Style	Jazz	Jazz	3	Jazz Swing
J_WYNT_2	4/4	sw8	165	Wynton K 2	Jazz	Jazz	3	Bebop
J_WYNT_G	4/4	sw8	165	Jazz Swing Quartet	Jazz	Jazz	4	Jazz Swing
J_WYNT_K	4/4	sw8	165	Wynton K (Chord Embellishment)	Jazz	Jazz	3	Bebop
JYDA	4/4	ev16	110	Jyda - Cool Smooth Jazz	Jazz	Jazz	5	Smooth Jazz,Smooth Jazz
Jz8_290	4/4	ev8	290	Jazz Ev.8 at T=290 - Fast Jazz	Jazz	Jazz	5	Fusion
JzClypso	4/4	sw8	200	Jazz Calypso - Loose Jazz Calypso Feel	Jazz	Jazz	5	Latin
KARMA	4/4	ev16	75	Karma - New Age Smooth Jazz	Jazz	Jazz	5	Fusion,Smooth Jazz,New Age,Lite Pop,Smooth Jazz
KeefR	4/4	ev8	130	Keef R - Rock Style	Heavy Rock	Pop	5	Heavy Rock
KeepOn1	4/4	ev8	135	Keep On 1 - Basic Southern Blues Rockin'	Blues	Pop	5	Blues
KeithBal	4/4	sw8	55	Keith Ballad - Piano Trio Ballad	Jazz	Jazz	3	Jazz Ballad
KeithFst	4/4	sw8	300	Keith Fast - Modern Jazz Piano Trio	Jazz	Jazz	3	Bebop
KeithMed	4/4	sw8	130	Keith Medium - 4/4 Modern Jazz Trio Style	Jazz	Jazz	3	Bebop
KeithTri	4/4	sw8	205	Keith Trio - Modern 4/4 Jazz Trio	Jazz	Jazz	3	Bebop
Kelly1	4/4	ev8	130	Kelly 1 - Contemporary Rock Pop	Heavy Rock	Pop	5	Heavy Rock
KGBALLAD	4/4	ev16	60	KG Ballad - Smooth Jazz - Very Slow	Jazz	Jazz	5	Smooth Jazz,Lite Pop,Smooth Jazz
KILARNEY	12/8	sw8	110	Irish-Shotiche 12/8 Style	World	Country	4	World
KINGDOM	4/4	ev16	85	Kingdom - Praise & Worship Style	Folk	Pop	5	Worship,Lite Pop,Lite Pop,Worship,Lite Pop
KINGSMEN	4/4	ev8	125	Kingsmen - Funk Straight 8ths Southern Gospel	Country	Country	4	Gospel,Worship,Lite Pop,Gospel
KLADRMAN	4/4	ev16	80	Kladerman Piano Style	Classical	Pop	4	Country,Folk,New Age,Lite Pop,Lite Pop
KLEZMER1	4/4	ev16	150	Klezmer Style 1	World	Country	5	Klezmer
KLEZMER2	4/4	ev8	190	Klezmer Style 2	World	Country	5	Klezmer
Kneelin	4/4	ev8	124	Kneelin - LA Pop Jazz	Jazz	Jazz	5	Fusion,Lite Pop
Krupa_4s	4/4	sw8	210	40s Jazz Swing - Trading Fours	Jazz	Jazz	5	Jazz Swing
Krupa4s2	4/4	sw8	210	40s Jazz Swing - Trading Fours Variant	Jazz	Jazz	5	Jazz Swing
L_32SAMB	4/4	ev8	165	Samba in 3-2 Clave	Latin	Jazz	5	Samba
L_50CHA	4/4	ev8	130	50's Cha-Cha (Salsa)	Latin	Jazz	5	Latin
LADIES1	4/4	ev16	95	Ladies 1 - Medium Acoustic Pop Rock	Folk	Pop	5	Lite Pop
L_AFRO	4/4	ev8	120	Afro Salsa Rhythm	Latin	Jazz	5	Latin
LaJolla	4/4	sw8	132	La Jolla - LA Pop Jazz	Blues	Pop	5	Jazz,Fusion
Lambada2	4/4	ev16	115	Lambada2 - Latin Brazilian Lambada	Latin	Jazz	5	Latin
LA_PBAL	12/8	sw8	90	LA Pop Ballad	Lite Pop	Pop	5	Lite Pop
LaPlaya	4/4	ev16	140	LaPlaya - Fast Even 16th - Latin	Latin	Jazz	5	Latin
LA_POP_G	4/4	ev8	120	LA Medium Pop/Rock	Lite Pop	Pop	5	Lite Pop
L_ARRIBA	4/4	ev8	245	Arriba, Latin Salsa	Latin	Jazz	5	Latin
LARRY	4/4	sw8	140	Larry Shuffle Style	Blues	Jazz	5	Blues
Latina1	4/4	ev8	120	Latina1 - Med-Slow Bossa	Latin	Jazz	5	Bossa
LATJZ_LH	4/4	sw8	180	Latin Jazz LH (Left-Hand Comp)	Funk	Jazz	3	Jazz,Latin
LATNFOLK	4/4	ev8	120	Latin Folk - Latin-Flavored Folk	Folk	Country	5	Latin
LATNROK2	4/4	ev16	120	Latin Rock 2	Latin	Jazz	4	Lite Pop
LatPop1	4/4	ev16	120	Latin Pop 1 - Rock On	Latin	Pop	5	Modern Pop,Disco
LatPop2	4/4	ev16	100	Latin Pop 2 - Even 16ths Rock	Latin	Pop	5	Lite Pop
Lazy_Riv	4/4	sw8	140	Lazy_Riv - 2-Beat Swing 8ths Rhythm Guitar	Jazz	Jazz	4	Jazz Swing
L_BATUCD	4/4	ev8	150	Batucada (Brazilian)	Latin	Jazz	5	Latin
L~Beguin	4/4	ev8	150	Latin Beguine w/ Brushes	Jazz	Jazz	5	Latin
L_Beguin	4/4	ev8	150	Latin Beguine	Jazz	Jazz	5	Latin
L_Bolero	4/4	ev16	105	L_Bolero - Latin Bolero	Latin	Jazz	5	Latin
L_BOMBA	4/4	ev16	115	Bomba (Salsa)	Latin	Jazz	3	Latin
L~BosBrz	4/4	ev8	140	Bossa Brazil	Jazz	Jazz	5	Latin,Bossa
L_BosBrz	4/4	ev8	130	Bossa Brazil	Jazz	Jazz	5	Latin,Bossa
L_Bos_ez	4/4	ev8	120	Bossa Easy	Jazz	Jazz	5	Latin,Bossa
L~Bos_EZ	4/4	ev8	120	Bossa Easy	Jazz	Jazz	5	Latin,Bossa
L_BOS_MC	4/4	ev8	180	McCoy Bossa	Jazz	Jazz	3	Latin,Bossa
L_BOSMED	4/4	ev8	145	Medium Smooth Bossa	Jazz	Jazz	5	Latin,Bossa,Smooth Jazz
L_BOSPAR	4/4	ev8	185	Bossa-Partido Alto (Brazilian)	Jazz	Jazz	4	Latin,Bossa
L_BOSROK	4/4	ev8	140	Bossa Rock	Jazz	Jazz	4	Latin,Lite Pop,Bossa
L_CANCAO	4/4	ev8	85	Latin Cancao - Brazil Pop Bossa	Jazz	Jazz	5	Jazz Ballad,Latin,Lite Pop,Bossa
L!C_CRUZ	4/4	ev16	120	Latin - C Cruz - Salsa ala Celia	Latin	Jazz	5	Latin
L_CHANEW	4/4	ev8	120	Cha Cha New, Latin	Latin	Jazz	5	Lite Pop
L_CHURRO	4/4	ev16	275	Churro -  Mexican Samba	Latin	Jazz	5	Samba
L_CONGA	4/4	ev16	120	Conga (Salsa)	Latin	Jazz	5	Latin
L_Cubano	4/4	ev16	130	Latin Cubano - Latin Cuban Salsa	Latin	Jazz	5	Latin
L_CUMBIA	4/4	ev8	210	Cumbia (Salsa)	Latin	Jazz	4	Latin
LEANDER	4/4	ev16	80	Leander - Slow Pop 16ths	Lite Pop	Pop	5	Pop
LeClik	4/4	ev16	135	LeClik Euro-Tek	Modern Pop	Pop	5	Modern Pop
LEE_RIT	4/4	ev16	130	Lee Rit Style	Jazz	Jazz	4	Fusion
L!ELNINO	4/4	ev8	100	Latin - El Nino - Med-Slow Cumbia	Jazz	Jazz	4	Jazz
Letters	4/4	ev8	142	Letters - Brit 80s Ev.8 Reggae	Reggae	Pop	5	Heavy Rock
LEVLFUNK	4/4	ev16	120	Level 42 Funk	Funk	Pop	4	Funk
L_FIESTA	4/4	ev8	265	Fiesta - Latin New Samba	Latin	Jazz	5	Samba
L_GUARCH	4/4	ev8	190	Guaracha (Salsa)	Latin	Jazz	3	Latin
L_HAVANA	4/4	ev8	145	Havana - Latin Cuban Mambo	Latin	Jazz	5	Latin
LilFoot1	4/4	ev8	144	LilFoot1 - Funky Southern Gumbo Rock	Blues	Pop	4	Country,Gospel,Funk,Worship,Lite Pop
LilFoot2	4/4	ev8	103	LilFoot2 - Gospel Blues Southern Funk	Blues	Pop	5	Country,Gospel,Funk,Worship,Lite Pop,Gospel
Lilith1	4/4	ev16	85	Lilith 1 - Folky Pop Rock	Lite Pop	Pop	5	Pop,Folk
Lindy1	4/4	sw8	200	Lindy1 - Lindy Hop Uptempo Swing	Blues	Jazz	5	Jazz,Jazz Swing,Jazz
LITEROK2	4/4	ev8	120	Light Rock 2	Lite Pop	Pop	5	Lite Pop
LITROK_G	4/4	ev16	100	Light Rock Style - Variation	Lite Pop	Pop	4	Lite Pop
L_JAZCHA	4/4	ev8	145	Jazz Cha Cha (Salsa)	Jazz	Jazz	5	Latin,Latin
LJ_Cha	4/4	ev8	135	Latin Jazz Cha Cha	Latin	Jazz	4	Salsa
L~JOBIM1	4/4	ev8	140	Jobim1, Latin Bossa	Jazz	Jazz	5	Latin,Bossa
L~JOBIM2	4/4	ev8	130	Medium Bossa	Jazz	Jazz	5	Latin,Bossa
L_MACARO	4/4	ev16	100	Macaro - Latin Dance Craze	Latin	Jazz	5	Latin
L_MAMBO6	4/4	ev8	175	Latin - Mambo 6 ala Perez	Jazz	Jazz	5	Latin
L_MAMBOJ	4/4	ev16	90	Mambo - Jazz (Salsa)	Jazz	Jazz	3	Latin,Latin
L_MERENG	4/4	ev16	120	Merengue (Salsa)	Latin	Jazz	5	Latin
L_MONTUN	4/4	ev8	145	50's Son-Montuno (Salsa)	Latin	Jazz	3	Latin
LONDON	4/4	ev16	115	London - Medium UK Pop Rock	Lite Pop	Pop	5	Pop
Londoner	4/4	sw16	105	Londoner - Brit 80s Rock & Jazz	Jazz	Jazz	5	Fusion
Los+	4/4	sw16	100	Funky Country Rock+	Country	Country	5	Country Contemporary
LosLob1	4/4	ev8	165	LosLob1 - Funky Mexi-Rock Blues Feel	Blues	Pop	5	Funk,Latin
Lotus2	4/4	ev16	90	Lotus2 - 4/4 Oriental New Age	Lite Pop	Pop	5	New Age,World
L_PARTID	4/4	ev8	185	Partido Alto (Brazilian)	Jazz	Jazz	4	Latin
L!PERRO	4/4	ev8	220	Latin - Perro - Pop Rhumba	Jazz	Jazz	5	Jazz
L_RIO	4/4	ev8	170	Rio - Smooth Samba (Brazilian)	Jazz	Jazz	5	Latin,Latin,Samba,Smooth Jazz
L~Rumba3	4/4	ev8	110	Latin Rhumba w/ Brushes and Congas	Jazz	Jazz	5	Latin
L_Rumba3	4/4	ev8	110	Latin Rhumba w/ Congas	Jazz	Jazz	5	Latin
L_SALSA	4/4	ev8	240	Salsa, Latin Samba	Latin	Jazz	5	Samba
L_SAMBA2	4/4	ev8	185	Samba in 2-3 Clave (Brazilian)	Latin	Jazz	5	Samba
L~SERENA	4/4	ev16	100	Serena - Pop Latin Jazz, 16ths Rock-Samba	Jazz	Jazz	5	Latin,Lite Pop,Latin,Samba
L_SONCHA	4/4	ev8	135	Son Cha Cha (Salsa)	Latin	Jazz	5	Latin
L_SONGO	4/4	ev16	105	Songo (Salsa)	Latin	Jazz	3	Latin
LstDogs1	4/4	ev8	110	Lost Dogs 1 - Med-Slow Ev.8 Pop-Folk	Country	Country	5	Country Contemporary,Folk,Folk
L_TITO	4/4	ev16	115	Tito-Mambo (Salsa)	Latin	Jazz	5	Latin
LTNBRAZL	4/4	ev8	245	Brazil - Cut Time Samba	Latin	Jazz	4	Samba
LUIPRIMA	4/4	sw8	180	Lui Prima Style	Jazz	Jazz	5	Jazz Swing
LUSHUS	4/4	ev16	110	Lushus - Smooth Jazz	Funk	Jazz	5	Jazz,Smooth Jazz,Jazz,Smooth Jazz
Luther1	4/4	ev8	235	Luther1 - Fast Even 8th Country 2-Beat	Country	Country	5	Country Classic
L_VOCE	4/4	ev16	110	Latin Voce - Brazil Pop Bossa	Jazz	Jazz	5	Latin,Lite Pop,Bossa
Lynyrd1	4/4	ev8	125	Lynyrd1 - Bright Southern Stadium Rock	Pop	Pop	5	Pop
Lynyrd2	4/4	ev8	125	Lynyrd2 - Fast Rockin' Southern Style	Pop	Pop	5	Pop
Lynyrd3	4/4	ev16	91	Lynyrd3 - Classic Southern Rock-Jam	Pop	Pop	5	Pop
MACY1	4/4	sw16	90	Macy 1 - Funky Party R&B	Funk	Pop	5	R&B,R&B,Soul
Madona_M	4/4	ev8	140	Madona_M Euro-Tek	Modern Pop	Pop	5	Modern Pop
MainSt	4/4	ev8	135	Main Street - Classic Country Rock	Country	Country	5	Country Classic
Majesty1	4/4	ev16	90	Majesty1 - Majestic Soundtrack Music Style	Lite Pop	Pop	5	New Age
Malibu	4/4	ev8	125	Malibu - Summer Pop Rock - Ev.8ths	Lite Pop	Pop	5	Lite Pop
MAMBO	4/4	ev16	120	Mambo Style	Latin	Jazz	4	Latin
Mambo7	4/4	ev8	210	Mambo7 - Ev.8 Latin Mambo Dance	Latin	Jazz	5	Latin
MamboSal	4/4	ev8	185	Mambo Salsa - Latin Cuban Mambo	Latin	Jazz	5	Latin
MambSal	4/4	ev8	235	Mambo Salsa - Classic Cuban	Latin	Jazz	4	Salsa
MARCH_12	12/8	sw8	120	March 12/8 Style	Classical	Country	5	World,March
MARCH_16	4/4	ev16	120	March 16 Style	Classical	Country	5	World,March
Marcus51	4/4	sw16	100	Marcus 5 to 1 (Fusion)	Funk	Jazz	5	Jazz,Fusion,Fusion,Jazz
MarcusM	4/4	sw16	120	Marcus M (Fusion)	Funk	Jazz	5	Jazz,Fusion,Fusion,Jazz
MARIACHI	4/4	sw8	200	Mariachi - Pop Mexican Style	Latin	Jazz	5	Latin
MARIAH1	4/4	ev16	95	Mariah 1 - Pop 16th R&B Dance Feel	Funk	Pop	5	Hip Hop,R&B,Modern Pop,Pop,R&B,Soul
Marimba	4/4	ev16	108	Marimba - LA Pop Jazz	Jazz	Jazz	5	Fusion,Latin
MARLEY1	4/4	sw8	105	Marley1 - Reggae	Reggae	Pop	5	Reggae
MAYTAL1	4/4	sw8	140	Maytal1 - Lazy Swing Ska Style	Latin	Pop	5	Reggae,Ska
MazelTov	4/4	sw16	250	MazelTov - Klezmer 2-Beat	World	Pop	5	Klezmer
McCoy2	4/4	sw8	210	McCoy2 - Post Bop Jazz Style	Jazz	Jazz	3	Bebop
McCoy3	4/4	sw8	170	McCoy3 - Post Bop Jazz Style	Jazz	Jazz	3	Bebop
McCoy4	4/4	sw8	197	McCoy4 - Post Bop Jazz Style	Jazz	Jazz	3	Bebop
MDON_LAT	4/4	ev16	98	Madona Latin - Top 40 Pop Latin	Latin	Pop	5	Lite Pop
MEDROCK2	4/4	ev8	155	Medium Rock 2	Heavy Rock	Pop	5	Pop
Melisa2	4/4	ev16	75	Melisa2 - Ev.16 Folk-Rock	Folk	Pop	5	Pop,Lite Pop
MEMORIES	12/8	sw8	65	Slow Pop Rock Triplet Style	Lite Pop	Pop	5	Lite Pop
MERENGE2	4/4	ev16	120	Merengue 2 - Latin Dance Style	Latin	Jazz	5	Latin
MERENGUE	4/4	ev16	115	Merengue Style	Latin	Jazz	4	Latin
MerFast	4/4	ev16	135	Merengue Fast - Modern Dominican	Latin	Jazz	4	Salsa
MerSlow	4/4	ev16	115	Merengue Slow - Modern	Latin	Jazz	4	Salsa
MerTip	4/4	ev16	130	Merengue Tipico - Dominican	Latin	Jazz	4	Salsa
METAL1	4/4	ev8	130	Heavy Metal #1	Heavy Rock	Pop	4	Heavy Rock
Meth8081	4/4	ev16	120	Meth 80/81 (Fusion)	Jazz	Jazz	5	Fusion,Fusion
MEXICAN2	4/4	ev8	120	Mexican Light Rock 2	Latin	Jazz	4	Lite Pop
MGRUDERS	4/4	ev16	75	Mgruders - Slow Straight 16 Southern Gospel	Country	Country	5	Gospel,Worship,Lite Pop,Lite Pop,Gospel
MICHEL1	4/4	ev16	80	Michel 1 - Slow Pop Orchestral	Jazz	Jazz	5	Jazz Ballad,Lite Pop
MIDEAST2	4/4	ev16	125	MidEast2 - World Styles 2	World	Pop	5	World
Mildred	4/4	sw8	115	Mildred - Sw/ 8 20's Blues	Blues	Pop	5	Jazz,Jazz Swing,Jazz
MilesFnk	4/4	sw16	80	Miles Slow Funk (Fusion)	Funk	Jazz	5	Jazz,Jazz Ballad,Fusion,Fusion,Jazz
MilesRok	4/4	sw16	85	Miles Rock (Fusion)	Funk	Jazz	5	Jazz,Fusion,Fusion,Jazz
MILITARY	4/4	sw8	160	Military - 60s Pop-Country	Country	Country	5	Country Classic
Mind1	4/4	ev8	190	Mind1 - World Beat New Age	Lite Pop	Pop	5	New Age,World
MINISTRY	4/4	sw8	95	Ministry - Praise & Worship Style	Folk	Pop	5	Worship,Lite Pop,Lite Pop,Worship,Lite Pop
MissJH1	4/4	ev8	180	Miss-JH1 - Ev.8 Country Blues	Blues	Pop	5	Country,Country Classic
ModCmbia	4/4	ev16	110	Modern Cumbia - Columbian Latin Dance	Latin	Jazz	5	Latin
Modern+	4/4	ev8	130	Country Soft Ballad +	Country	Country	5	Country Ballad,Country Contemporary
ModJazQt	4/4	sw8	140	ModJazQt - Jazz Quartet Swing	Jazz	Jazz	4	Jazz Swing
MODJAZZ1	4/4	ev16	120	Modern Jazz #1	Jazz	Jazz	4	Fusion
MODJAZZ2	4/4	ev16	100	Modern Jazz #2	Funk	Jazz	4	Jazz,Fusion
MODROK1	4/4	ev8	140	Modern Rock 1 - Ev. 8ths Rock	Heavy Rock	Pop	5	Heavy Rock
MODROK2	4/4	ev16	90	Modern Rock 2 Style	Funk	Pop	5	Heavy Rock
MOJO2	4/4	sw8	230	Mojo 2 - Fast 24-bar Chicago Blues	Blues	Jazz	3	Blues
MOJO24BR	4/4	sw8	240	Mojo 24 Bar Fast Blues	Blues	Pop	5	Blues
Mongo1	4/4	sw8	155	Mongo1 - Funky 60s Pop Groove	Country	Country	5	Country Classic,Folk
MongSant	4/4	ev8	120	MongSant - Ev.8 Jazz - Trio & Quintet	Blues	Jazz	5	Funk,Jazz,Fusion
Montego	4/4	ev8	120	Montego - LA Pop Jazz	Jazz	Jazz	5	Fusion,Pop
Montuna1	4/4	ev8	170	Montuna1 - Pop Latin Montuna	Jazz	Jazz	5	Latin,Lite Pop
MORNING	4/4	ev16	105	Morning - Praise & Worship Style	Latin	Pop	5	Worship,Lite Pop,Pop,Lite Pop,Worship,Lite Pop
MOSHU	4/4	ev16	100	Moshu - Smooth Jazz	Jazz	Jazz	5	Smooth Jazz,Smooth Jazz
MOTOWN_1	4/4	sw8	170	Motown Style	Funk	Pop	4	R&B,Lite Pop
Mountain	4/4	ev16	140	Mountain - Unplugged	Country	Country	4	Bluegrass,Folk,World
Mountn_D	4/4	ev16	140	Mountain w/ Drums - Unplugged	Country	Country	5	Bluegrass,Folk,World
MOVIN	4/4	sw8	165	Movin -  Uptempo Jazz Quintet	Jazz	Jazz	5	Bebop,Jazz Swing
MOZART	4/4	ev8	120	Mozart Classical Style	Classical	Country	5	Classical
MozCuba	4/4	ev16	118	Mozambique Cuban - Modern Salsa	Latin	Jazz	4	Salsa
MozNYC	4/4	ev16	118	Mozambique NYC Modern Salsa	Latin	Jazz	4	Salsa
MOZORK44	4/4	ev8	150	Mozart Orchestral 4/4	Classical	Country	4	Classical
MUDYSLOW	12/8	sw8	65	Mudy Slow Blues	Blues	Pop	5	Blues
MYRIAD	4/4	ev16	85	Myriad - Smooth Jazz - World Beat	Jazz	Jazz	5	Smooth Jazz,World,Smooth Jazz
NASHVL_G	4/4	sw8	80	Nashville G	Country	Country	5	Country Ballad,Country Contemporary
Nat_Pop1	4/4	sw8	165	Nat_Pop1 - Bouncy Pop Swing	Jazz	Jazz	5	Jazz Swing,Pop
NEAL	4/4	ev16	80	Neal - Even 16ths Acoustic Country Rock	Country	Country	5	Country Ballad,Country Contemporary,Folk,Lite Pop
NEWAGE_1	4/4	ev16	95	New Age 1	Country	Country	5	Country Contemporary,New Age,Lite Pop,Pop,Lite Pop
NEWAGE_2	4/4	ev16	120	New Age 2	Country	Country	5	Country Contemporary,New Age,Lite Pop,Pop,Lite Pop
NewJazz1	4/4	sw8	105	New Jazz 1 - Medium 4/4 Swing	Jazz	Jazz	5	Jazz
NewPort	4/4	ev16	64	Newport - LA Pop Jazz	Jazz	Jazz	5	Jazz Ballad,Fusion,Pop,Lite Pop
NewSalsa	4/4	ev16	100	New Salsa - Latin Caribbean Salsa	Latin	Jazz	5	Tropical
NewShuf	4/4	sw8	140	New Shuffle - Med-Uptempo Swing 8 Shuffle	Jazz	Jazz	5	Jazz Swing
NEWSOUTH	4/4	sw8	120	New South - Swing 8ths Country Bluegrass	Country	Country	5	Bluegrass,Country Classic
NGR	4/4	sw16	120	NGR - Unplugged	Country	Country	4	Bluegrass,Country Contemporary
NGR_D	4/4	sw16	120	NGR w/ Drums - Unplugged	Country	Country	5	Bluegrass,Country Contemporary
Nitefall	4/4	sw8	110	Nitefall - Easy Jazz Swing ala Riddle	Jazz	Jazz	5	Jazz Swing
NITELIFE	4/4	ev8	100	Nite Life - Pop Rock Straight 8ths	Lite Pop	Pop	5	Pop
Nocturne	4/4	ev8	115	Nocturne - Brit 80s - Ev.8	Lite Pop	Pop	5	Lite Pop
NOENDING	4/4	ev8	115	MIDI Style w/ No Ending	Jazz	Jazz	5	Jazz
NR_BUKY+	4/4	ev8	126	Bucky Nashville Rock +	Country	Country	5	Country Contemporary
NR_CRAG+	4/4	sw16	86	CRAG Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_CURR+	4/4	ev16	84	CURR Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary,R&B
NR_DIRK+	4/4	ev8	174	DIRK Train-Beat Nashville Rock +	Country	Country	5	Country Contemporary,Country Contemporary
NR_DUNN+	4/4	ev16	68	DUNN Ballad Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_GENT+	4/4	ev16	70	GENT Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_GRET+	4/4	ev16	76	GRET Shuffle Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_HILL+	4/4	ev16	120	HILL Nashville Rock +	Country	Country	5	Country Contemporary
NR_JASN+	4/4	ev8	130	JASN Nashville Rock +	Country	Country	5	Country Contemporary
NR_KENC+	4/4	ev16	73	KENC Pop Ballad Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_LSTR+	4/4	ev8	122	LSTR Nashville Rock +	Country	Country	5	Country Contemporary
NR_MART+	4/4	ev16	64	MART Ballad Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_NORJ+	12/8	sw8	65	NORJ 12/8 Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_SARA+	4/4	ev8	155	SARA 2-Beat Nashville Rock +	Country	Country	5	Country Classic
NR_SUGA+	4/4	ev16	102	SUGA Pop Nashville Rock +	Country	Country	5	Country Contemporary
NR_TOBY+	4/4	ev8	126	TOBY Nashville Rock +	Country	Country	5	Country Contemporary,Gospel
NR_TRAC+	4/4	ev8	118	TRAC Nashville Rock +	Country	Country	5	Country Contemporary
NR_UNDR+	4/4	ev16	78	UNDR Nashville Rock +	Country	Country	5	Country Ballad,Country Contemporary
NR_WREC+	4/4	ev16	84	WREC Nashville Rock +	Country	Country	5	Country Contemporary
Nugrass	4/4	sw16	160	Nugrass - Unplugged	Country	Country	4	Bluegrass,Folk
NylGit44	4/4	ev8	90	Nylon Guitar 4/4 - Accompaniment	Classical	Pop	5	New Age,Lite Pop
Oakmont	4/4	ev8	116	Oakmont - LA Pop Jazz	Jazz	Jazz	5	Fusion,Pop
OCTETTE	4/4	sw8	145	Octette - Jazz Swing Medium Tempo	Jazz	Jazz	5	Jazz Swing
OLDMOTW&	4/4	ev16	120	Old Motown Style - Slow	R&B	Pop	5	Lite Pop
OLDMOTWN	4/4	ev16	120	Old Motown Style	R&B	Pop	4	Lite Pop
OLDPOP_1	4/4	sw8	100	Old Pop Style - For Country Tunes	Country	Country	5	Country Classic,Pop,Lite Pop
OLDTYME1	4/4	sw16	120	Old Time	Country	Country	4	Country Classic
Olinda	4/4	ev8	210	Olinda - Smooth Jazz Samba	Jazz	Jazz	5	Smooth Jazz,Latin,Latin,Samba,Smooth Jazz
OPENG	4/4	sw16	120	Open G Tuning - Swing 16ths Country	Country	Country	5	Folk
OregSlow	4/4	ev16	75	Oreg Slow - Slow New Age World-Beat	Jazz	Jazz	4	Jazz Ballad,Fusion,New Age,Lite Pop,World
ORK448	4/4	ev8	135	Orchestral 4/4 w/ 8th Notes	Classical	Country	4	Classical
ORK60BAL	4/4	ev8	70	Orchestral Pop Ballad - 60's Brit	Lite Pop	Pop	5	Pop,Ballad,Orchestral
ORKALB44	4/4	ev8	145	Orchestral Alberti 4/4	Classical	Country	5	Ballad,Orchestral
ORKBCH44	4/4	ev8	140	Orchestral 'Bach' Style in 4/4	Classical	Country	4	Ballad,Orchestral
ORKBIG44	4/4	ev8	180	Big 4/4 Orchestra	Classical	Country	5	Ballad,Orchestral
ORKMED44	4/4	ev8	145	Medium 4/4 Tempo Orchestral	Classical	Country	5	Ballad,Orchestral
ORKPOLKA	4/4	ev8	255	Orchestral Polka	Classical	Country	5	Polka
OtisPop1	4/4	ev8	115	OtisPop1 - 60s Ev.8 Pop Rock	Lite Pop	Pop	5	Pop
OTISS	4/4	sw8	130	Otis S - Greasy Barrelhouse Blues	Blues	Pop	4	Blues
OZARK	4/4	ev8	270	Ozark Bluegrass Style	Country	Country	5	Bluegrass
P_50BOUN	4/4	sw8	200	50's Bounce	Jazz	Jazz	5	Jazz Swing,Pop
PaloAlto	4/4	ev8	136	Palo Alto - LA Pop Jazz	Blues	Pop	5	Jazz,Fusion
PasoDob2	4/4	ev8	120	PasoDob2 - Flamenco Paso Doble	Latin	Jazz	5	Latin
